317.857036, 102.266878, 1.000000, -1.#QNAN0
317.939478, 102.540864, 1.000000, -1.#QNAN0
317.948633, 102.612486, 1.000000, -1.#QNAN0
317.969155, 102.680689, 1.000000, -1.#QNAN0
318.051597, 102.954674, 1.000000, -1.#QNAN0
318.072119, 103.022877, 1.000000, -1.#QNAN0
318.092641, 103.091079, 1.000000, -1.#QNAN0
318.175083, 103.365065, 1.000000, -1.#QNAN0
318.195605, 103.433268, 1.000000, -1.#QNAN0
318.204760, 103.504890, 1.000000, -1.#QNAN0
318.275942, 103.782535, 1.000000, -1.#QNAN0
318.285107, 103.854157, 1.000000, -1.#QNAN0
318.282904, 103.929200, 1.000000, -1.#QNAN0
318.355326, 104.209517, 1.000000, -1.#QNAN0
318.375963, 104.277685, 1.000000, -1.#QNAN0
318.396601, 104.345852, 1.000000, -1.#QNAN0
318.482609, 104.626562, 1.000000, -1.#QNAN0
318.514845, 104.691172, 1.000000, -1.#QNAN0
318.535734, 104.759263, 1.000000, -1.#QNAN0
318.622683, 105.039442, 1.000000, -1.#QNAN0
318.643815, 105.107458, 1.000000, -1.#QNAN0
318.664948, 105.175474, 1.000000, -1.#QNAN0
318.752825, 105.455174, 1.000000, -1.#QNAN0
318.762872, 105.526677, 1.000000, -1.#QNAN0
318.784242, 105.594618, 1.000000, -1.#QNAN0
318.861724, 105.877490, 1.000000, -1.#QNAN0
318.883326, 105.945358, 1.000000, -1.#QNAN0
318.904928, 106.013226, 1.000000, -1.#QNAN0
318.994612, 106.292074, 1.000000, -1.#QNAN0
319.016440, 106.359870, 1.000000, -1.#QNAN0
319.026969, 106.431304, 1.000000, -1.#QNAN0
319.117241, 106.709144, 1.000000, -1.#QNAN0
319.139267, 106.776876, 1.000000, -1.#QNAN0
319.161294, 106.844607, 1.000000, -1.#QNAN0
319.251104, 107.119498, 1.000000, -1.#QNAN0
319.273231, 107.187197, 1.000000, -1.#QNAN0
319.295359, 107.254895, 1.000000, -1.#QNAN0
319.372968, 107.530545, 1.000000, -1.#QNAN0
319.395096, 107.598243, 1.000000, -1.#QNAN0
319.405940, 107.669630, 1.000000, -1.#QNAN0
319.494832, 107.941591, 1.000000, -1.#QNAN0
319.505677, 108.012977, 1.000000, -1.#QNAN0
319.527805, 108.080676, 1.000000, -1.#QNAN0
319.616697, 108.352638, 1.000000, -1.#QNAN0
319.638824, 108.420336, 1.000000, -1.#QNAN0
319.660952, 108.488035, 1.000000, -1.#QNAN0
319.749074, 108.757641, 1.000000, -1.#QNAN0
319.759919, 108.829027, 1.000000, -1.#QNAN0
319.782047, 108.896726, 1.000000, -1.#QNAN0
319.866964, 109.156528, 1.000000, -1.#QNAN0
319.889092, 109.224226, 1.000000, -1.#QNAN0
319.911220, 109.291925, 1.000000, -1.#QNAN0
319.996626, 109.553222, 1.000000, -1.#QNAN0
320.007471, 109.624609, 1.000000, -1.#QNAN0
320.029598, 109.692307, 1.000000, -1.#QNAN0
320.100529, 109.947523, 1.000000, -1.#QNAN0
320.122656, 110.015221, 1.000000, -1.#QNAN0
320.133501, 110.086608, 1.000000, -1.#QNAN0
320.204932, 110.343356, 1.000000, -1.#QNAN0
320.215777, 110.414743, 1.000000, -1.#QNAN0
320.295311, 110.658074, 1.000000, -1.#QNAN0
320.306155, 110.729460, 1.000000, -1.#QNAN0
320.328283, 110.797159, 1.000000, -1.#QNAN0
320.404644, 111.030783, 1.000000, -1.#QNAN0
320.415489, 111.102170, 1.000000, -1.#QNAN0
320.437617, 111.169868, 1.000000, -1.#QNAN0
320.526543, 111.403727, 1.000000, -1.#QNAN0
320.548671, 111.471425, 1.000000, -1.#QNAN0
320.626314, 111.708972, 1.000000, -1.#QNAN0
320.637159, 111.780359, 1.000000, -1.#QNAN0
320.659287, 111.848057, 1.000000, -1.#QNAN0
320.725647, 112.089292, 1.000000, -1.#QNAN0
320.747775, 112.156990, 1.000000, -1.#QNAN0
320.814135, 112.398225, 1.000000, -1.#QNAN0
320.836263, 112.465923, 1.000000, -1.#QNAN0
320.858390, 112.533622, 1.000000, -1.#QNAN0
320.924751, 112.774857, 1.000000, -1.#QNAN0
320.946879, 112.842556, 1.000000, -1.#QNAN0
321.024522, 113.080102, 1.000000, -1.#QNAN0
321.035367, 113.151489, 1.000000, -1.#QNAN0
321.057494, 113.219187, 1.000000, -1.#QNAN0
321.146421, 113.453046, 1.000000, -1.#QNAN0
321.168549, 113.520744, 1.000000, -1.#QNAN0
321.246192, 113.758291, 1.000000, -1.#QNAN0
321.268320, 113.825990, 1.000000, -1.#QNAN0
321.301731, 113.890000, 1.000000, -1.#QNAN0
321.390657, 114.123859, 1.000000, -1.#QNAN0
321.412785, 114.191558, 1.000000, -1.#QNAN0
321.490428, 114.429104, 1.000000, -1.#QNAN0
321.512556, 114.496803, 1.000000, -1.#QNAN0
321.545967, 114.560813, 1.000000, -1.#QNAN0
321.646176, 114.790985, 1.000000, -1.#QNAN0
321.668304, 114.858683, 1.000000, -1.#QNAN0
321.745948, 115.096230, 1.000000, -1.#QNAN0
321.756792, 115.167616, 1.000000, -1.#QNAN0
321.778920, 115.235315, 1.000000, -1.#QNAN0
321.879129, 115.465485, 1.000000, -1.#QNAN0
321.912540, 115.529496, 1.000000, -1.#QNAN0
322.001467, 115.763355, 1.000000, -1.#QNAN0
322.023594, 115.831054, 1.000000, -1.#QNAN0
322.045722, 115.898752, 1.000000, -1.#QNAN0
322.101240, 116.144631, 1.000000, -1.#QNAN0
322.123401, 116.212318, 1.000000, -1.#QNAN0
322.202774, 116.453473, 1.000000, -1.#QNAN0
322.225059, 116.521120, 1.000000, -1.#QNAN0
322.247345, 116.588767, 1.000000, -1.#QNAN0
322.330544, 116.836844, 1.000000, -1.#QNAN0
322.341945, 116.908143, 1.000000, -1.#QNAN0
322.427224, 117.157835, 1.000000, -1.#QNAN0
322.450315, 117.225211, 1.000000, -1.#QNAN0
322.473405, 117.292587, 1.000000, -1.#QNAN0
322.560108, 117.540817, 1.000000, -1.#QNAN0
322.572398, 117.611969, 1.000000, -1.#QNAN0
322.660868, 117.860763, 1.000000, -1.#QNAN0
322.684801, 117.927845, 1.000000, -1.#QNAN0
322.708734, 117.994926, 1.000000, -1.#QNAN0
322.799562, 118.244105, 1.000000, -1.#QNAN0
322.812815, 118.315083, 1.000000, -1.#QNAN0
322.905763, 118.564951, 1.000000, -1.#QNAN0
322.919558, 118.635826, 1.000000, -1.#QNAN0
322.944473, 118.702549, 1.000000, -1.#QNAN0
323.039040, 118.950583, 1.000000, -1.#QNAN0
323.075518, 119.012897, 1.000000, -1.#QNAN0
323.145579, 119.261440, 1.000000, -1.#QNAN0
323.160072, 119.332176, 1.000000, -1.#QNAN0
323.185644, 119.398650, 1.000000, -1.#QNAN0
323.274252, 119.628982, 1.000000, -1.#QNAN0
323.310903, 119.691194, 1.000000, -1.#QNAN0
323.380118, 119.937239, 1.000000, -1.#QNAN0
323.405690, 120.003713, 1.000000, -1.#QNAN0
323.420183, 120.074449, 1.000000, -1.#QNAN0
323.514351, 120.319236, 1.000000, -1.#QNAN0
323.539924, 120.385709, 1.000000, -1.#QNAN0
323.554417, 120.456445, 1.000000, -1.#QNAN0
323.647147, 120.697494, 1.000000, -1.#QNAN0
323.672719, 120.763968, 1.000000, -1.#QNAN0
323.757220, 121.016688, 1.000000, -1.#QNAN0
323.782792, 121.083162, 1.000000, -1.#QNAN0
323.797286, 121.153898, 1.000000, -1.#QNAN0
323.895742, 121.409832, 1.000000, -1.#QNAN0
323.921314, 121.476306, 1.000000, -1.#QNAN0
323.946886, 121.542780, 1.000000, -1.#QNAN0
324.054623, 121.789776, 1.000000, -1.#QNAN0
324.080195, 121.856250, 1.000000, -1.#QNAN0
324.105767, 121.922724, 1.000000, -1.#QNAN0
324.202425, 122.173982, 1.000000, -1.#QNAN0
324.216918, 122.244718, 1.000000, -1.#QNAN0
324.242490, 122.311192, 1.000000, -1.#QNAN0
324.339148, 122.562450, 1.000000, -1.#QNAN0
324.364720, 122.628924, 1.000000, -1.#QNAN0
324.379213, 122.699659, 1.000000, -1.#QNAN0
324.475870, 122.950917, 1.000000, -1.#QNAN0
324.490364, 123.021653, 1.000000, -1.#QNAN0
324.493778, 123.096651, 1.000000, -1.#QNAN0
324.601514, 123.343648, 1.000000, -1.#QNAN0
324.627086, 123.410121, 1.000000, -1.#QNAN0
